f_WORD,f_LENG,f_FREQ,f_FLAG
КЛУБЕНЬ,7,3,1
КЛУБНИКА,8,5,1
КЛУБНИЧКА,9,1,1
КЛУБОК,6,7,1
КЛУБОЧЕК,8,1,1
КЛУМБА,6,9,1
КЛУНЯ,5,1,1
КЛУША,5,0,1
КЛЫК,4,6,1
КЛЮВ,4,7,1
КЛЮВИК,6,1,1
КЛЮЗ,4,1,0
КЛЮКА,5,1,1
КЛЮКВА,6,4,1
КЛЮЧ,4,78,1
КЛЮЧИК,6,8,1
КЛЮЧИЦА,7,4,1
КЛЮЧНИЦА,8,0,0
КЛЮШКА,6,2,1
КЛЯКСА,6,5,1
КЛЯП,4,1,1
КЛЯТВА,6,12,1
КЛЯУЗА,6,1,1
КЛЯЧА,5,2,1
КНЕДЛИК,7,0,0
КНЕССЕТ,7,2,1
КНЕХТ,5,1,0
КНИГА,5,414,1
КНИГОИЗДАНИЕ,12,2,1
КНИГОЛЮБ,8,1,0
КНИГОНОША,9,2,0
КНИГОПЕЧАТАНИЕ,14,1,1
КНИГОХРАНИЛИЩЕ,14,1,1
КНИГОЧЕЙ,8,1,1
КНИЖЕЧКА,8,7,1
КНИЖИЦА,7,2,1
КНИЖКА,6,75,1
КНИЖНИК,7,2,1
КНИЖОНКА,8,1,1
КНИКСЕН,7,1,1
КНОПКА,6,33,1
КНОПОЧКА,8,6,1
КНУТ,4,8,1
КНЯГИНЯ,7,12,1
КНЯЖЕНИЕ,8,1,1
КНЯЖЕСТВО,9,4,1
КНЯЖИЧ,6,2,1
КНЯЖНА,6,6,1
КНЯЗЕК,6,1,1
КНЯЗЬ,5,86,1
КОАЛА,5,0,1
КОАЛИЦИЯ,8,9,1
КОБАЛЬТ,7,2,1
КОБЕЛЕК,7,0,0
КОБЕЛЬ,6,5,1
КОБРА,5,3,1
КОБУРА,6,8,1
КОБЫЛА,6,6,1
КОБЫЛИЦА,8,1,1
КОБЫЛКА,7,1,1
КОВАЛЬ,6,1,1
КОВАРСТВО,9,4,1
КОВБОЙ,6,4,1
КОВБОЙКА,8,1,1
КОВЕР,5,30,1
КОВКА,5,1,1
КОВРИГА,7,1,0
КОВРИЖКА,8,1,1
КОВРИК,6,7,1
КОВРОЛИН,8,1,1
КОВЧЕГ,6,3,1
КОВШ,4,5,1
КОВШИК,6,2,1
КОВЫЛЬ,6,1,1
КОГОРТА,7,2,1
КОГОТОК,7,1,1
КОГОТЬ,6,8,1
КОД,3,19,1
КОДА,4,1,1
КОДАК,5,1,1
КОДЕКС,6,85,1
КОДИРОВАНИЕ,11,2,1
КОДИРОВКА,9,1,0
КОДИФИКАЦИЯ,11,1,1
КОДЛА,5,1,1
КОДОН,5,1,0
КОЕЧКА,6,1,1
КОЖА,4,110,1
КОЖАНКА,7,2,1
КОЖЗАМЕНИТЕЛЬ,13,1,1
КОЖИЦА,6,3,1
КОЖУРА,6,3,1
КОЖУХ,5,2,1
КОЖУШОК,7,0,0
КОЗА,4,16,1
КОЗЕЛ,5,20,1
КОЗЕРОГ,7,3,1
КОЗЛЕНОК,8,2,1
КОЗЛИК,6,1,0
КОЗЛИЩЕ,7,1,0
КОЗЛЫ,5,1,1
КОЗНИ,5,2,1
КОЗОДОЙ,7,0,0
КОЗОЧКА,7,1,1
КОЗЫРЕК,7,9,1
КОЗЫРЬ,6,6,1
КОЗЯВКА,7,1,1
КОИТУС,6,1,0
КОЙКА,5,26,1
КОЙОТ,5,1,1
КОК,3,2,1
КОКА,4,1,1
КОКАИН,6,4,1
КОКАРДА,7,1,1
КОКЕТКА,7,1,1
КОКЕТСТВО,9,3,1
КОКЛЮШ,6,1,1
КОКОН,5,3,1
КОКОС,5,1,1
КОКОШНИК,8,1,1
КОКПИТ,6,1,1
КОКС,4,2,1
КОКТЕЙЛЬ,8,9,1
КОЛ,3,10,1
КОЛА,4,1,1
КОЛБА,5,3,1
КОЛБАСА,7,28,1
КОЛБАСКА,8,3,1
КОЛБОЧКА,8,1,0
КОЛГОТКИ,8,5,1
КОЛДОБИНА,9,2,1
КОЛДОВСТВО,10,3,1
КОЛДОГОВОР,10,0,0
КОЛДУН,6,7,1
КОЛДУНЬЯ,8,2,1
КОЛЕБАНИЕ,9,25,1
КОЛЕНВАЛ,8,1,1
КОЛЕНКА,7,13,1
КОЛЕНКОР,8,1,1
КОЛЕНО,6,103,1
КОЛЕНЦЕ,7,1,1
КОЛЕР,5,1,1
КОЛЕСИКО,8,5,1
КОЛЕСНИЦА,9,3,1
КОЛЕСО,6,68,1
КОЛЕЧКО,7,6,1
КОЛЕЯ,5,9,1
КОЛИБРИ,7,1,1
КОЛИКА,6,1,1
КОЛИЧЕСТВО,10,207,1
КОЛКОСТЬ,8,1,1
КОЛЛАБОРАЦИОНИСТ,16,0,0
КОЛЛАГЕН,8,1,1
КОЛЛАЖ,6,2,1
КОЛЛАПС,7,2,1
КОЛЛЕГА,7,81,1
КОЛЛЕГИЯ,8,21,1
КОЛЛЕДЖ,7,12,1
КОЛЛЕКТИВ,9,68,1
КОЛЛЕКТИВИЗАЦИЯ,15,6,1
КОЛЛЕКТИВИЗМ,12,2,1
КОЛЛЕКТОР,9,5,1
КОЛЛЕКЦИОНЕР,12,6,1
КОЛЛЕКЦИОНИРОВАНИЕ,18,1,1
КОЛЛЕКЦИЯ,9,38,1
КОЛЛИ,5,1,1
КОЛЛИЗИЯ,8,5,1
КОЛЛОКВИУМ,10,1,1
КОЛОБОК,7,2,1
КОЛОДА,6,6,1
КОЛОДЕЦ,7,24,1
КОЛОДКА,7,4,1
КОЛОК,5,1,1
КОЛОКОЛ,7,16,1
КОЛОКОЛЕЦ,9,1,1
КОЛОКОЛЬНЯ,10,8,1
КОЛОКОЛЬЧИК,11,9,1
КОЛОНИАЛИЗМ,11,1,1
КОЛОНИЗАТОР,11,1,1
КОЛОНИЗАЦИЯ,11,1,1
КОЛОНИСТ,8,1,1
КОЛОНИЯ,7,19,1
КОЛОНКА,7,11,1
КОЛОННА,7,42,1
КОЛОННАДА,9,2,1
КОЛОНОК,7,0,0
КОЛОРИТ,7,4,1
КОЛОС,5,4,1
КОЛОСНИК,8,1,1
КОЛОСОК,7,1,1
КОЛОСС,6,1,1
КОЛОТУШКА,9,1,1
КОЛПАК,6,8,1
КОЛПАЧОК,8,2,1
КОЛТУН,6,0,0
КОЛУМБИЕЦ,9,2,1
КОЛУН,5,1,1
КОЛХОЗ,6,40,1
КОЛХОЗНИК,9,10,1
КОЛХОЗНИЦА,10,2,1
КОЛЧАН,6,1,1
КОЛЫБЕЛЬ,8,5,1
КОЛЫБЕЛЬКА,10,0,0
КОЛЫМАГА,8,1,0
КОЛЫХАНИЕ,9,1,1
КОЛЫШЕК,7,2,1
КОЛЬЕ,5,1,1
КОЛЬТ,5,3,1
КОЛЬЦО,6,60,1
КОЛЬЧУГА,8,3,1
КОЛЮЧКА,7,6,1
КОЛЯСКА,7,17,1
КОЛЯСОЧКА,9,1,1
КОМ,3,11,1
КОМА,4,1,1
КОМАНДА,7,174,1
КОМАНДАРМ,9,2,1
КОМАНДИР,8,111,1
КОМАНДИРОВКА,12,27,1
КОМАНДИРОВОЧНЫЕ,15,1,1
КОМАНДОВАНИЕ,12,27,1
КОМАНДОР,8,7,1
КОМАНДОС,8,1,0
КОМАНДУЮЩИЙ,11,21,1
КОМАР,5,15,1
КОМАРИК,7,1,1
КОМБАЙН,7,12,1
КОМБАЙНЕР,9,1,1
КОМБАТ,6,8,1
КОМБИКОРМ,9,2,1
КОМБИНАТ,8,28,1
КОМБИНАТОР,10,1,1
КОМБИНАТОРИКА,13,0,0
КОМБИНАЦИЯ,10,17,1
КОМБИНЕЗОН,10,7,1
КОМБИНИРОВАНИЕ,14,1,1
КОМБРИГ,7,2,1
КОМДИВ,6,3,1
КОМЕДИАНТ,9,2,1
КОМЕДИЯ,7,23,1
КОМЕЛЬ,6,1,1
КОМЕНДАНТ,9,13,1
КОМЕНДАТУРА,11,5,1
КОМЕТА,6,4,1
КОМИ,4,4,1
КОМИЗМ,6,1,1
КОМИК,5,2,1
КОМИКС,6,1,1
КОМИССАР,8,22,1
КОМИССАРИАТ,11,3,1
КОМИССИОНЕР,11,1,0
КОМИССИОНКА,11,1,1
КОМИССИОННЫЕ,12,1,1
КОМИССИЯ,8,119,1
КОМИТЕНТ,8,1,0
КОМИТЕТ,7,108,1
КОМИТЕТЧИК,10,1,1
КОМКОР,6,1,1
КОММАНДОС,9,1,1
КОММЕНДАТОР,11,0,0
КОММЕНТ,7,0,0
КОММЕНТАРИЙ,11,32,1
КОММЕНТАТОР,11,5,1
КОММЕРСАНТ,10,11,1
КОММЕРЦИАЛИЗАЦИЯ,16,1,1
КОММЕРЦИЯ,9,4,1
КОММИВОЯЖЕР,11,1,1
КОММУНА,7,8,1
КОММУНАЛКА,10,8,1
КОММУНАЛЬЩИК,12,2,1
КОММУНАР,8,1,1
КОММУНИЗМ,9,27,1
КОММУНИКАБЕЛЬНОСТЬ,18,1,1
КОММУНИКАТОР,12,1,0
КОММУНИКАЦИЯ,12,17,1
КОММУНИСТ,9,54,1
КОММУНИСТКА,11,1,1
КОММУНЯКА,9,1,1
КОММУТАТОР,10,1,1
КОММУТАЦИЯ,10,1,0
КОММЮНИКЕ,9,1,1
КОМНАТА,7,311,1
КОМНАТЕНКА,10,2,1
КОМНАТКА,8,11,1
КОМНАТУШКА,10,4,1
КОМОД,5,5,1
КОМОК,5,9,1
КОМОЧЕК,7,4,1
КОМП,4,2,1
КОМПАКТ,7,1,1
КОМПАКТНОСТЬ,12,1,1
КОМПАНИЯ,8,393,1
КОМПАНЬОН,9,4,1
КОМПАНЬОНКА,11,0,0
КОМПАРТИЯ,9,10,1
КОМПАС,6,5,1
КОМПЕНСАТОР,11,0,0
КОМПЕНСАЦИЯ,11,22,1
КОМПЕТЕНТНОСТЬ,14,3,1
КОМПЕТЕНЦИЯ,11,16,1
КОМПИЛЯЦИЯ,10,1,1
КОМПЛЕКС,8,136,1
КОМПЛЕКСИРОВАНИЕ,16,1,0
КОМПЛЕКСНОСТЬ,13,1,1
КОМПЛЕКТ,8,18,1
КОМПЛЕКТАЦИЯ,12,6,1
КОМПЛЕКТНОСТЬ,13,1,0
КОМПЛЕКТОВАНИЕ,14,5,1
КОМПЛЕКТУЮЩИЕ,13,5,1
КОМПЛЕКЦИЯ,10,2,1
КОМПЛЕМЕНТ,10,1,0
КОМПЛИМЕНТ,10,11,1
КОМПОЗИТ,8,1,1
КОМПОЗИТОР,10,36,1
КОМПОЗИЦИЯ,10,27,1
КОМПОЛКА,8,1,1
КОМПОНЕНТ,9,44,1
КОМПОНЕНТА,10,6,1
КОМПОНОВКА,10,3,1
КОМПОСТ,7,1,1
КОМПОТ,6,7,1
КОМПРЕСС,8,2,1
КОМПРЕССОР,10,5,1
КОМПРОМАТ,9,5,1
КОМПРОМЕТАЦИЯ,13,0,0
КОМПРОМИСС,10,17,1
КОМПЬЮТЕР,9,63,1
КОМПЬЮТЕРИЗАЦИЯ,15,2,1
КОМПЬЮТЕРЩИК,12,1,1
КОМРОТЫ,7,0,0
КОМСОМОЛ,8,14,1
КОМСОМОЛЕЦ,10,12,1
КОМСОМОЛКА,10,4,1
КОМСОРГ,7,2,1
КОМСОСТАВ,9,1,1
КОМФОРТ,7,12,1
КОМФОРТНОСТЬ,12,1,1
КОН,3,9,1
КОНАРМЕЕЦ,9,1,0
КОНАРМИЯ,8,1,1
КОНВЕЙЕР,8,11,1
КОНВЕКЦИЯ,9,1,0
КОНВЕНТ,7,1,1
КОНВЕНЦИЯ,9,16,1
КОНВЕРГЕНЦИЯ,12,1,1
КОНВЕРСИЯ,9,3,1
КОНВЕРТ,7,25,1
КОНВЕРТАЦИЯ,11,1,1
КОНВЕРТЕР,9,1,0
КОНВЕРТИК,9,1,1
КОНВЕРТИРУЕМОСТЬ,16,0,0
КОНВОИР,7,6,1
КОНВОЙ,6,10,1
КОНВОЙНЫЙ,9,2,1
КОНВУЛЬСИЯ,10,2,1
КОНГЛОМЕРАТ,11,1,1
КОНГРЕСС,8,20,1
КОНГРЕССМЕН,11,1,1
КОНДАК,6,0,0
КОНДЕНСАТ,9,5,1
КОНДЕНСАТОР,11,2,1
КОНДЕНСАЦИЯ,11,1,1
КОНДИТЕР,8,1,1
КОНДИТЕРСКАЯ,12,1,1
КОНДИЦИОНЕР,11,8,1
КОНДИЦИОНИРОВАНИЕ,17,2,1
КОНДИЦИЯ,8,2,1
КОНДОМИНИУМ,11,1,1
КОНДОР,6,1,0
КОНДРАТИЙ,9,1,0
КОНДРАШКА,9,1,1
КОНДУКТОР,9,3,1
КОНДУКТОРША,11,1,1
КОНЕВОДСТВО,11,1,1
КОНЕК,5,12,1
КОНЕЦ,5,635,1
КОНЕЧНОСТЬ,10,9,1
КОНИНА,6,1,1
КОНКА,5,1,1
КОНКИСТАДОР,11,1,1
КОНКРЕТИЗАЦИЯ,13,2,1
КОНКРЕТИКА,10,1,1
КОНКРЕТНОСТЬ,12,2,1
КОНКУРЕНТ,9,31,1
КОНКУРЕНТКА,11,1,1
КОНКУРЕНТОСПОСОБНОСТЬ,21,11,1
КОНКУРЕНЦИЯ,11,31,1
КОНКУРС,7,75,1
КОНКУРСАНТ,10,1,1
КОННИК,6,1,1
КОННИЦА,7,2,1
КОННОТАЦИЯ,10,1,1
КОНОВАЛ,7,0,0
КОНОВЯЗЬ,8,1,1
КОНОКРАД,8,0,0
КОНОПЛЯ,7,2,1
КОНОПУШКА,9,1,0
КОНСАЛТИНГ,10,1,1
КОНСЕНСУС,9,3,1
КОНСЕРВАНТ,10,1,1
КОНСЕРВАТИВНОСТЬ,16,1,1
КОНСЕРВАТИЗМ,12,4,1
КОНСЕРВАТОР,11,5,1
КОНСЕРВАТОРИЯ,13,17,1
КОНСЕРВАЦИЯ,11,3,1
КОНСЕРВИРОВАНИЕ,15,2,1
КОНСЕРВЫ,8,11,1
КОНСИЛИУМ,9,2,1
КОНСИСТЕНЦИЯ,12,3,1
КОНСИСТОРИЯ,11,1,0
КОНСОЛИДАЦИЯ,12,7,1
КОНСОЛЬ,7,2,1
КОНСОРЦИУМ,10,4,1
КОНСПЕКТ,8,4,1
КОНСПИРАТОР,11,1,1
КОНСПИРАЦИЯ,11,4,1
КОНСТАНТА,9,5,1
КОНСТАТАЦИЯ,11,3,1
КОНСТИТУЦИОННОСТЬ,17,2,1
КОНСТИТУЦИЯ,11,47,1
КОНСТРУИРОВАНИЕ,15,6,1
КОНСТРУКТ,9,1,0
КОНСТРУКТИВИЗМ,14,1,1
КОНСТРУКТИВИСТ,14,1,1
КОНСТРУКТОР,11,26,1
КОНСТРУКЦИЯ,11,58,1
КОНСУЛ,6,5,1
КОНСУЛЬСТВО,11,4,1
КОНСУЛЬТАНТ,11,13,1
КОНСУЛЬТАЦИЯ,12,22,1
КОНСУЛЬТИРОВАНИЕ,16,2,1
КОНСЬЕРЖ,8,1,1
КОНСЬЕРЖКА,10,1,1
КОНТАКТ,7,56,1
КОНТАКТОР,9,1,0
КОНТАМИНАЦИЯ,12,1,1
КОНТЕЙНЕР,9,15,1
КОНТЕКСТ,8,29,1
КОНТЕНТ,7,1,0
КОНТИНГЕНТ,10,9,1
КОНТИНЕНТ,9,16,1
КОНТИНУУМ,9,1,0
КОНТОРА,7,28,1
КОНТОРКА,8,2,1
КОНТОРЩИК,9,0,0
КОНТРА,6,1,1
КОНТРАБАНДА,11,4,1
КОНТРАБАНДИСТ,13,1,1
КОНТРАБАС,9,4,1
КОНТРАБАСИСТ,12,1,1
КОНТРАГЕНТ,10,2,1
КОНТРАКТ,8,49,1
КОНТРАКТНИК,11,5,1
КОНТРАЛЬТО,10,1,1
КОНТРАМАРКА,11,1,1
КОНТРАПУНКТ,11,1,1
КОНТРАРГУМЕНТ,13,1,1
КОНТРАСТ,8,10,1
КОНТРАСТНОСТЬ,13,1,1
КОНТРАТАКА,10,2,1
КОНТРАЦЕПТИВ,12,1,0
КОНТРАЦЕПЦИЯ,12,1,1
КОНТРИБУЦИЯ,11,1,1
КОНТРИГРА,9,1,1
КОНТРИК,7,1,1
КОНТРМЕРА,9,1,1
КОНТРНАСТУПЛЕНИЕ,16,1,1
КОНТРОЛЕР,9,6,1
КОНТРОЛЕРША,11,1,1
КОНТРОЛЛЕР,10,2,1
КОНТРОЛЬ,8,131,1
КОНТРОЛЬНАЯ,11,1,1
КОНТРРАЗВЕДКА,13,7,1
КОНТРРАЗВЕДЧИК,14,2,1
КОНТРРЕВОЛЮЦИОНЕР,17,1,1
КОНТРРЕВОЛЮЦИЯ,14,3,1
КОНТРУДАР,9,1,1
КОНТУЗИЯ,8,2,1
КОНТУР,6,15,1
КОНУНГ,6,10,0
КОНУРА,6,3,1
КОНУС,5,5,1
КОНФЕДЕРАЦИЯ,12,3,1
КОНФЕРАНС,9,0,0
КОНФЕРАНСЬЕ,11,2,1
КОНФЕРЕНЦИЯ,11,58,1
КОНФЕССИЯ,9,4,1
КОНФЕТА,7,20,1
КОНФЕТКА,8,3,1
КОНФЕТТИ,8,1,1
КОНФИГУРАЦИЯ,12,10,1
КОНФИДЕНЦИАЛЬНОСТЬ,18,2,1
КОНФИСКАЦИЯ,11,6,1
КОНФЛИКТ,8,71,1
КОНФЛИКТНОСТЬ,13,1,1
КОНФОРКА,8,2,1
КОНФОРМАЦИЯ,11,1,0
КОНФОРМЕР,9,1,0
КОНФОРМИЗМ,10,2,1
КОНФОРМИСТ,10,1,1
КОНФРОНТАЦИЯ,12,4,1
КОНФУЗ,6,3,1
КОНФУЦИАНСТВО,13,1,1
КОНЦЕНТР,8,1,0
КОНЦЕНТРАТ,10,6,1
КОНЦЕНТРАТОР,12,0,0
КОНЦЕНТРАЦИЯ,12,40,1
КОНЦЕНТРИРОВАНИЕ,16,1,0
КОНЦЕПТ,7,3,1
КОНЦЕПТУАЛИЗАЦИЯ,16,1,0
КОНЦЕПТУАЛИЗМ,13,1,1
КОНЦЕПЦИЯ,9,72,1
КОНЦЕРН,7,16,1
КОНЦЕРТ,7,90,1
КОНЦЕРТМЕЙСТЕР,14,2,1
КОНЦЕССИЯ,9,2,1
КОНЦЛАГЕРЬ,10,6,1
КОНЦОВКА,8,3,1
КОНЧИК,6,20,1
КОНЧИНА,7,12,1
КОНЪЮГАТ,8,1,1
КОНЪЮНКТИВИТ,12,1,1
КОНЪЮНКТУРА,11,10,1
КОНЬ,4,51,1
КОНЬКОБЕЖЕЦ,11,1,1
КОНЬЯК,6,36,1
КОНЬЯЧОК,8,2,1
КОНЮХ,5,3,1
КОНЮШНЯ,7,12,1
КОНЯШКА,7,0,0
КООПЕРАТИВ,10,16,1
КООПЕРАТОР,10,2,1
КООПЕРАЦИЯ,10,8,1
КООРДИНАТА,10,15,1
КООРДИНАТОР,11,3,1
КООРДИНАЦИЯ,11,12,1
КОПА,4,4,1
КОПАНИЕ,7,1,1
КОПЕЕЧКА,8,3,1
КОПЕЙКА,7,35,1
КОПИ,4,1,1
КОПИЛКА,7,2,1
КОПИРАЙТЕР,10,1,0
КОПИРКА,7,1,1
КОПИРОВАНИЕ,11,3,1
КОПИЯ,5,34,1
КОПНА,5,3,1
КОПОТЬ,6,4,1
КОПТИЛКА,8,1,1
КОПТИЛЬНЯ,9,0,0
КОПЧЕНИЕ,8,1,1
КОПЧЕНОСТЬ,10,1,1
КОПЧИК,6,1,1
КОПЫТО,6,11,1
КОПЫТЦЕ,7,1,1
КОПЬЕ,5,10,1
КОРА,4,19,1
КОРАБЕЛ,7,0,0
КОРАБЛЕКРУШЕНИЕ,15,1,1
КОРАБЛЕСТРОЕНИЕ,15,1,1
КОРАБЛИК,8,5,1
КОРАБЛЬ,7,113,1
КОРАЛЛ,6,2,1
КОРАН,5,6,1
КОРВАЛОЛ,8,1,1
КОРВЕТ,6,1,1
КОРД,4,0,0
КОРДЕБАЛЕТ,10,1,1
КОРДОН,6,4,1
КОРЕЕЦ,6,5,1
КОРЕННОЙ,8,0,0
КОРЕНЬ,6,64,1
КОРЕНЬЯ,7,2,1
КОРЕШ,5,4,1
КОРЕШОК,7,6,1
КОРЕЯНКА,8,3,0
КОРЖ,4,1,1
КОРЖИК,6,2,1
КОРЗИНА,7,19,1
КОРЗИНКА,8,5,1
КОРЗИНОЧКА,10,1,1
КОРИАНДР,8,0,0
КОРИДОР,7,111,1
КОРИДОРНЫЙ,10,1,1
КОРИДОРЧИК,10,2,1
КОРИНФЯНИН,10,0,0
КОРИФЕЙ,7,4,1
КОРИЦА,6,2,1
КОРКА,5,9,1
КОРМ,4,12,1
КОРМА,5,9,1
КОРМЕЖКА,8,2,1
КОРМИЛЕЦ,8,3,1
КОРМИЛИЦА,9,2,1
КОРМИЛО,7,1,1
КОРМЛЕНИЕ,9,6,1
КОРМУШКА,8,4,1
КОРМЧИЙ,7,1,1
КОРНЕВИЩЕ,9,2,1
КОРНЕПЛОД,9,1,1
КОРНЕТ,6,2,1
КОРНИЛОВЕЦ,10,0,0
КОРНИШОН,8,1,0
КОРОБ,5,3,1
КОРОБКА,7,49,1
КОРОБОК,7,5,1
КОРОБОЧКА,9,12,1
КОРОВА,6,45,1
КОРОВЕНКА,9,0,0
КОРОВКА,7,2,1
КОРОВНИК,8,3,1
КОРОЕД,6,1,1
КОРОЛЕВА,8,22,1
КОРОЛЕВИЧ,9,3,1
КОРОЛЕВСТВО,11,7,1
КОРОЛЬ,6,56,1
КОРОМЫСЛО,9,3,1
КОРОНА,6,9,1
КОРОНАЦИЯ,9,1,1
КОРОНКА,7,2,1
КОРОСТА,7,1,1
КОРОТКОМЕТРАЖКА,15,1,1
КОРОТЫШКА,9,4,1
КОРОЧКА,7,6,1
КОРПОРАТИВНОСТЬ,15,0,0
КОРПОРАЦИЯ,10,27,1
КОРПУНКТ,8,1,0
КОРПУС,6,62,1
КОРРЕКТИВ,9,1,1
КОРРЕКТИВА,10,4,1
КОРРЕКТИРОВКА,13,7,1
КОРРЕКТНОСТЬ,12,2,1
КОРРЕКТОР,9,2,1
КОРРЕКТУРА,10,1,1
КОРРЕКЦИЯ,9,6,1
КОРРЕЛЯЦИЯ,10,7,1
КОРРЕСПОНДЕНТ,13,51,1
КОРРЕСПОНДЕНТКА,15,1,1
КОРРЕСПОНДЕНЦИЯ,15,4,1
КОРРИДА,7,2,1
КОРРОЗИЯ,8,4,1
КОРРУМПИРОВАННОСТЬ,18,1,1
КОРРУПЦИОНЕР,12,2,1
КОРРУПЦИЯ,9,23,1
КОРСАЖ,6,0,0
КОРСАР,6,1,1
КОРСЕТ,6,2,1
КОРСИКАНЕЦ,10,1,1
КОРСЧЕТ,7,0,0
КОРТ,4,8,1
КОРТЕЖ,6,4,1
КОРТИК,6,1,1
КОРТОЧКИ,8,12,1
КОРЧА,5,1,1
КОРЧМА,6,1,1
КОРШУН,6,2,1
КОРЫСТОЛЮБИЕ,12,0,0
КОРЫСТЬ,7,4,1
КОРЫТО,6,6,1
КОРЫТЦЕ,7,1,1
КОРЬ,4,4,1
КОРЯГА,6,2,1
КОСА,4,19,1
КОСАРЬ,6,6,1
КОСАТКА,7,1,0
КОСАЯ,5,1,0
КОСИЛКА,7,1,1
КОСИНУС,7,1,0
КОСИЦА,6,1,1
КОСИЧКА,7,4,1
КОСМЕТИКА,9,13,1
КОСМЕТИЧКА,10,1,1
КОСМЕТОЛОГ,10,2,1
КОСМЕТОЛОГИЯ,12,1,1
КОСМИЗМ,7,0,0
КОСМОГОНИЯ,10,1,1
КОСМОГРАФИЯ,11,1,0
КОСМОДРОМ,9,4,1
КОСМОЛОГИЯ,10,2,1
КОСМОНАВТ,9,15,1
КОСМОНАВТИКА,12,3,1
КОСМОПОЛИТ,10,3,1
КОСМОПОЛИТИЗМ,13,2,1
КОСМОС,6,33,1
КОСМЫ,5,2,1
КОСНОСТЬ,8,2,1
КОСНОЯЗЫЧИЕ,11,1,1
КОСОВОРОТКА,11,1,1
КОСОГЛАЗИЕ,10,1,1
КОСОГОР,7,2,1
КОСОЙ,5,2,1
КОСТЕЛ,6,2,1
КОСТЕР,6,48,1
КОСТЕРОК,8,2,1
КОСТОЧКА,8,12,1
КОСТРИЩЕ,8,1,1
КОСТРОМИЧ,9,0,0
КОСТЫЛЬ,7,9,1
КОСТЬ,5,59,1
КОСТЮМ,6,81,1
КОСТЮМЕР,8,1,1
КОСТЮМЕРША,10,1,1
КОСТЮМЧИК,9,4,1
КОСТЯК,6,3,1
КОСТЯШКА,8,3,1
КОСУЛЯ,6,1,1
КОСЫНКА,7,5,1
КОСЫНОЧКА,9,1,1
КОСЬБА,6,0,0
КОСЯК,5,10,1
КОСЯЧОК,7,1,0
КОТ,3,40,1
КОТЕЛ,5,25,1
КОТЕЛОК,7,10,1
КОТЕЛЬНАЯ,9,9,1
КОТЕНОК,7,15,1
КОТИК,5,3,1
КОТИРОВКА,9,4,1
КОТЛЕТА,7,11,1
КОТЛЕТКА,8,1,1
КОТЛОАГРЕГАТ,12,1,0
КОТЛОВАН,8,4,1
КОТЛОВИНА,9,1,1
КОТОМКА,7,2,1
КОТТЕДЖ,7,10,1
КОТУРН,6,0,0
КОТЯРА,6,1,1
КОФЕ,4,62,1
КОФЕВАРКА,9,2,1
КОФЕЕК,6,1,1
КОФЕИН,6,1,1
КОФЕЙ,5,1,1
КОФЕЙНИК,8,2,1
КОФЕЙНЯ,7,3,1
КОФЕМОЛКА,9,1,1
КОФИЙ,5,1,1
КОФР,4,1,1
КОФТА,5,8,1
КОФТОЧКА,8,8,1
КОЧАН,5,2,1
КОЧЕВНИК,8,2,1
КОЧЕВЬЕ,7,1,1
КОЧЕГАР,7,4,1
КОЧЕГАРКА,9,1,1
КОЧЕРГА,7,3,1
КОЧЕРЫЖКА,9,1,1
КОЧКА,5,5,1
КОШ,3,1,0
КОШАРА,6,1,0
КОШЕВКА,7,0,0
КОШЕЛЕК,7,11,1
КОШЕЛКА,7,3,1
КОШЕЛЬ,6,1,1
КОШЕЧКА,7,3,1
КОШКА,5,50,1
КОШМА,5,1,1
КОШМАР,6,17,1
КОШТ,4,0,0
КОЩУНСТВО,9,3,1
КОЭФФИЦИЕНТ,11,32,1
КРАБ,4,8,1
КРАГА,5,1,1
КРАДЕНОЕ,8,1,1
КРАЕВЕД,7,1,1
КРАЕВЕДЕНИЕ,11,1,1
КРАЕШЕК,7,7,1
КРАЖА,5,9,1
КРАЙ,4,194,1
КРАЙИЗБИРКОМ,12,0,0
КРАЙКОМ,7,1,1
КРАЙНОСТЬ,9,11,1
КРАЛЯ,5,1,1
КРАМОЛА,7,1,1
КРАН,4,23,1
КРАНЕЦ,6,1,0
КРАНИК,6,1,1
КРАНОВЩИК,9,1,1
КРАП,4,1,1
КРАПИВА,7,6,1
КРАПИВНИК,9,1,0
КРАПИВНИЦА,10,0,0
КРАПИНКА,8,1,1
КРАСА,5,4,1
КРАСАВЕЦ,8,15,1
КРАСАВИЦА,9,38,1
КРАСАВКА,8,0,0
КРАСАВЧИК,9,3,1
КРАСИВОСТЬ,10,1,1
КРАСИТЕЛЬ,9,5,1
КРАСКА,6,57,1
КРАСНЕНЬКАЯ,11,0,0
КРАСНОАРМЕЕЦ,12,8,1
КРАСНОБАЙ,9,1,1
КРАСНОГВАРДЕЕЦ,14,1,1
КРАСНОДЕРЕВЩИК,14,0,0
КРАСНОЕ,7,1,1
КРАСНОПЕРКА,11,0,0
КРАСНОРЕЧИЕ,11,3,1
КРАСНОТА,8,1,1
КРАСНОФЛОТЕЦ,12,1,1
КРАСНОЯРЕЦ,10,1,1
КРАСНУХА,8,2,1
КРАСОТА,7,95,1
КРАСОТИЩА,9,1,1
КРАСОТКА,8,7,1
КРАСОЧНОСТЬ,11,1,1
КРАТ,4,1,1
КРАТЕР,6,2,1
