f_WORD,f_LENG,f_FREQ,f_FLAG
drunkenly,9,0,0
drunkenness,11,36,1
drunks,6,116,1
druthers,8,29,1
dry,3,2184,1
dryer,5,231,1
dryers,6,11,1
drying,6,85,1
dryly,5,0,0
dryness,7,7,1
drywall,7,16,1
dual,4,57,1
dualism,7,1,1
dualities,9,1,1
duality,7,14,1
dub,3,55,1
dubbed,6,26,1
dubbing,7,6,1
dubious,7,73,1
dubiously,9,0,0
dubs,4,4,1
ducal,5,27,1
duchess,7,228,1
duchesses,9,6,1
duchies,7,0,0
duchy,5,5,1
duck,4,1263,1
ducked,6,61,1
duckier,7,0,0
duckiest,8,0,0
ducking,7,72,1
duckling,8,39,1
ducklings,9,6,1
ducks,5,432,1
duckweed,8,1,1
ducky,5,100,1
duct,4,160,1
ductile,7,1,1
ducting,7,4,1
ducts,5,55,1
ductwork,8,4,1
dud,3,64,1
dude,4,5071,1
dudes,5,345,1
dudgeon,7,6,1
duds,4,69,1
due,3,2275,1
duel,4,120,1
dueled,6,0,0
dueling,7,23,1
duelled,7,0,0
duelling,8,26,1
duels,5,14,1
dues,4,104,1
duet,4,66,1
duets,5,9,1
duff,4,67,1
duffed,6,0,0
duffer,6,32,1
duffers,7,1,1
duffing,7,0,0
duffs,5,3,1
dug,3,455,1
dugout,6,46,1
dugouts,7,2,1
duh,3,203,1
duke,4,1277,1
dukedom,7,5,1
dukedoms,8,0,0
dukes,5,102,1
dulcet,6,7,1
dulcimer,8,5,1
dulcimers,9,0,0
dull,4,616,1
dullard,7,21,1
dullards,8,3,1
dulled,6,11,1
duller,6,14,1
dullest,7,17,1
dulling,7,0,0
dullness,8,7,1
dulls,5,10,1
dully,5,0,0
duly,4,69,1
dumb,4,2395,1
dumbbell,8,25,1
dumbbells,9,5,1
dumber,6,88,1
dumbest,7,128,1
dumbfound,9,3,1
dumbfounded,11,7,1
dumbfounding,12,0,0
dumbfounds,10,0,0
dumbly,6,0,0
dumbness,8,7,1
dumbstruck,10,3,1
dumbwaiter,10,16,1
dumbwaiters,11,1,1
dumdum,6,1,1
dumdums,7,1,1
dummies,7,61,1
dummy,5,500,1
dump,4,1470,1
dumped,6,915,1
dumpier,7,2,1
dumpiest,8,0,0
dumping,7,203,1
dumpling,8,45,1
dumplings,9,81,1
dumps,5,137,1
dumpy,5,14,1
dun,3,13,1
dunce,5,25,1
dunces,6,10,1
dunderhead,10,9,1
dunderheads,11,1,1
dune,4,51,1
dunes,5,45,1
dung,4,90,1
dungarees,9,10,1
dungeon,7,131,1
dungeons,8,38,1
dunk,4,132,1
dunked,6,22,1
dunking,7,20,1
dunks,5,8,1
dunned,6,0,0
dunnies,7,0,0
dunning,7,10,1
dunno,5,0,0
dunny,5,1,1
duns,4,0,0
duo,3,77,1
duodena,7,1,1
duodenal,8,2,1
duodenum,8,14,1
duodenums,9,0,0
duopolies,9,0,0
duopoly,7,0,0
duos,4,0,0
dupatta,7,3,1
dupattas,8,0,0
dupe,4,33,1
duped,5,40,1
dupes,5,1,1
duping,6,1,1
duplex,6,24,1
duplexes,8,0,0
duplicate,9,117,1
duplicated,10,42,1
duplicates,10,30,1
duplicating,11,9,1
duplication,11,7,1
duplications,12,2,1
duplicitous,11,10,1
duplicity,9,11,1
durability,10,11,1
durable,7,18,1
durables,8,0,0
duration,8,81,1
duress,6,59,1
during,6,0,0
dusk,4,61,1
duskier,7,0,0
duskiest,8,0,0
dusky,5,21,1
dust,4,1216,1
dustbin,7,7,1
dustbins,8,0,0
dustcart,8,0,0
dustcarts,9,0,0
dusted,6,62,1
duster,6,20,1
dusters,7,13,1
dustier,7,1,1
dustiest,8,0,0
dusting,7,67,1
dustman,7,4,1
dustmen,7,0,0
dustpan,7,13,1
dustpans,8,2,1
dusts,5,4,1
dustsheet,9,0,0
dustsheets,10,0,0
dustup,6,2,1
dustups,7,0,0
dusty,5,283,1
duties,6,402,1
dutiful,7,15,1
dutifully,9,0,0
duty,4,2599,1
duvet,5,12,1
duvets,6,0,0
dwarf,5,157,1
dwarfed,7,3,1
dwarfing,8,2,1
dwarfism,8,1,1
dwarfs,6,55,1
dwarves,7,57,1
dweeb,5,28,1
dweebs,6,4,1
dwell,5,142,1
dwelled,7,4,1
dweller,7,9,1
dwellers,8,15,1
dwelling,8,68,1
dwellings,9,9,1
dwells,6,17,1
dwelt,5,5,1
dwindle,7,5,1
dwindled,8,4,1
dwindles,8,1,1
dwindling,9,13,1
dye,3,197,1
dyed,4,73,1
dyeing,6,11,1
dyes,4,29,1
dying,5,3416,1
dyke,4,132,1
dykes,5,34,1
dynamic,7,107,1
dynamically,11,0,0
dynamics,8,43,1
dynamism,8,1,1
dynamite,8,515,1
dynamited,9,10,1
dynamites,9,1,1
dynamiting,10,4,1
dynamo,6,26,1
dynamos,7,3,1
dynastic,8,1,1
dynasties,9,7,1
dynasty,7,130,1
dysentery,9,46,1
dysfunction,11,61,1
dysfunctional,13,78,1
dysfunctions,12,3,1
dyslexia,8,13,1
dyslexic,8,17,1
dyslexics,9,0,0
dyspepsia,9,0,0
dyspeptic,9,4,1
dystopia,8,1,1
dystopian,9,0,0
dystopias,9,0,0
each,4,12916,1
eager,5,350,1
eagerly,7,0,0
eagerness,9,13,1
eagle,5,586,1
eagles,6,190,1
eaglet,6,0,0
eaglets,7,0,0
ear,3,1632,1
earache,7,15,1
earaches,8,2,1
earbashing,10,0,0
earbud,6,0,0
earbuds,7,0,0
eardrum,7,15,1
eardrums,8,26,1
earful,6,22,1
earl,4,1042,1
earldom,7,3,1
earldoms,8,0,0
earlier,7,2010,1
earliest,8,118,1
earlobe,7,17,1
earlobes,8,15,1
earls,5,12,1
early,5,0,0
earmark,7,3,1
earmarked,9,12,1
earmarking,10,0,0
earmarks,8,8,1
earmuffs,8,17,1
earn,4,783,1
earned,6,646,1
earner,6,18,1
earners,7,8,1
earnest,7,80,1
earnestly,9,0,0
earnestness,11,3,1
earning,7,131,1
earnings,8,48,1
earns,5,49,1
earphone,8,6,1
earphones,9,16,1
earpiece,8,27,1
earpieces,9,3,1
earplug,7,3,1
earplugs,8,43,1
earring,7,138,1
earrings,8,313,1
ears,4,1705,1
earshot,7,19,1
earsplitting,12,0,0
earth,5,5074,1
earthbound,10,16,1
earthed,7,1,1
earthen,7,3,1
earthenware,11,0,0
earthier,8,0,0
earthiest,9,0,0
earthiness,10,0,0
earthing,8,0,0
earthling,9,35,1
earthlings,10,31,1
earthly,7,76,1
earthmover,10,0,0
earthmovers,11,0,0
earthquake,10,325,1
earthquakes,11,68,1
earths,6,11,1
earthshaking,12,0,0
earthshattering,15,0,0
earthwork,9,0,0
earthworks,10,0,0
earthworm,9,7,1
earthworms,10,11,1
earthy,6,21,1
earwax,6,9,1
earwig,6,5,1
earwigs,7,1,1
earworm,7,0,0
earworms,8,0,0
ease,4,974,1
eased,5,26,1
easel,5,14,1
easels,6,1,1
easement,8,8,1
easements,9,0,0
eases,5,18,1
easier,6,2012,1
easiest,7,204,1
easily,6,0,0
easiness,8,1,1
easing,6,30,1
east,4,2527,1
eastbound,9,40,1
easterlies,10,0,0
easterly,8,7,1
eastern,7,414,1
easterner,9,3,1
easterners,10,8,1
easternmost,11,1,1
eastward,8,7,1
eastwards,9,0,0
easy,4,13551,1
easygoing,9,22,1
eat,3,12846,1
eatable,7,3,1
eaten,5,927,1
eater,5,80,1
eateries,8,3,1
eaters,6,23,1
eatery,6,10,1
eating,6,3102,1
eats,4,645,1
eaves,5,5,1
eavesdrop,9,40,1
eavesdropped,12,7,1
eavesdropper,12,4,1
eavesdroppers,13,1,1
eavesdropping,13,53,1
eavesdrops,10,0,0
ebb,3,18,1
ebbed,5,2,1
ebbing,6,3,1
ebbs,4,7,1
ebonies,7,0,0
ebony,5,44,1
ebullience,10,0,0
ebullient,9,2,1
ebulliently,11,0,0
eccentric,9,179,1
eccentrically,13,0,0
eccentricities,14,20,1
eccentricity,12,10,1
eccentrics,10,3,1
ecclesiastic,12,0,0
ecclesiastical,14,11,1
ecclesiastics,13,0,0
echelon,7,45,1
echelons,8,4,1
echidna,7,39,1
echidnas,8,0,0
echinacea,9,12,1
echo,4,350,1
echoed,6,13,1
echoes,6,66,1
echoing,7,131,1
eclair,6,10,1
eclairs,7,9,1
eclectic,8,20,1
eclectically,12,0,0
eclecticism,11,0,0
eclipse,7,144,1
eclipsed,8,9,1
eclipses,8,9,1
eclipsing,9,1,1
ecological,10,23,1
ecologically,12,0,0
ecologist,9,2,1
ecologists,10,0,0
ecology,7,15,1
economic,8,253,1
economical,10,17,1
economically,12,0,0
economics,9,126,1
economies,9,23,1
economise,9,1,1
economised,10,0,0
economises,10,0,0
economising,11,0,0
economist,9,11,1
economists,10,6,1
economize,9,12,1
economized,10,0,0
economizes,10,0,0
economizing,11,2,1
economy,7,296,1
ecosystem,9,32,1
ecosystems,10,8,1
ecotourism,10,0,0
ecotourist,10,0,0
ecotourists,11,0,0
ecru,4,7,1
ecstasies,9,4,1
ecstasy,7,162,1
ecstatic,8,69,1
ecstatically,12,0,0
ectopic,7,8,1
ectoplasm,9,19,1
ecumenical,10,9,1
eczema,6,9,1
edamame,7,0,0
eddied,6,0,0
eddies,6,6,1
eddy,4,184,1
eddying,7,0,0
edema,5,54,1
edge,4,1199,1
edged,5,10,1
edges,5,145,1
edgeways,8,3,1
edgewise,8,17,1
edgier,6,5,1
edgiest,7,0,0
edgily,6,0,0
edging,6,15,1
edgings,7,0,0
edgy,4,116,1
edible,6,70,1
edibles,7,2,1
edict,5,16,1
edicts,6,8,1
edification,11,15,1
edifice,7,21,1
edifices,8,1,1
edified,7,2,1
edifies,7,0,0
edify,5,3,1
edifying,8,5,1
edit,4,77,1
edited,6,60,1
editing,7,108,1
edition,7,249,1
editions,8,47,1
editor,6,633,1
editorial,9,111,1
editorialise,12,2,1
editorialised,13,0,0
editorialises,13,0,0
editorialising,14,2,1
editorialize,12,4,1
editorialized,13,1,1
editorializes,13,0,0
editorializing,14,5,1
editorially,11,0,0
editorials,10,24,1
editors,7,79,1
editorship,10,1,1
edits,5,10,1
educate,7,104,1
educated,8,282,1
educates,8,3,1
educating,9,26,1
education,9,996,1
educational,11,167,1
educationalist,14,0,0
educationalists,15,0,0
educationally,13,0,0
educationist,12,0,0
educationists,13,0,0
educations,10,6,1
educative,9,0,0
educator,8,24,1
educators,9,10,1
edutainment,11,0,0
eek,3,10,1
eel,3,73,1
eels,4,61,1
eerie,5,89,1
eerier,6,0,0
eeriest,7,0,0
eerily,6,0,0
eeriness,8,0,0
eff,3,14,1
efface,6,1,1
effaced,7,5,1
effaces,7,0,0
effacing,8,0,0
effect,6,1219,1
effected,8,18,1
effecting,9,5,1
effective,9,536,1
effectively,11,0,0
effectiveness,13,27,1
effects,7,649,1
effectual,9,3,1
effectually,11,0,0
effed,5,1,1
effeminacy,10,1,1
effeminate,10,15,1
effervescence,13,6,1
effervescent,12,10,1
effete,6,3,1
efficacious,11,10,1
efficacy,8,15,1
efficiencies,12,4,1
efficiency,10,139,1
efficient,9,253,1
efficiently,11,0,0
effigies,8,3,1
effigy,6,14,1
effing,6,14,1
effluent,8,4,1
effluents,9,0,0
effort,6,987,1
effortless,10,21,1
effortlessly,12,0,0
effortlessness,14,0,0
efforts,7,375,1
effrontery,10,22,1
effs,4,0,0
effusion,8,16,1
effusions,9,2,1
effusive,8,7,1
effusively,10,0,0
effusiveness,12,0,0
egalitarian,11,4,1
egalitarianism,14,0,0
egalitarians,12,0,0
egg,3,1328,1
eggbeater,9,12,1
eggbeaters,10,3,1
eggcup,6,1,1
eggcups,7,0,0
egged,5,11,1
egghead,7,57,1
eggheads,8,19,1
egging,6,11,1
eggnog,6,79,1
eggnogs,7,5,1
eggplant,8,56,1
eggplants,9,7,1
eggs,4,1971,1
eggshell,8,23,1
eggshells,9,15,1
ego,3,382,1
egocentric,10,12,1
egoism,6,2,1
egoist,6,5,1
egoistic,8,1,1
egoists,7,0,0
egomania,8,2,1
egomaniac,9,35,1
egomaniacs,10,4,1
egos,4,46,1
egotism,7,8,1
egotist,7,7,1
egotistic,9,2,1
egotistical,11,35,1
egotistically,13,0,0
egotists,8,0,0
egregious,9,17,1
egress,6,10,1
egret,5,2,1
egrets,6,3,1
eiderdown,9,3,1
eiderdowns,10,0,0
eight,5,5010,1
eighteen,8,310,1
eighteens,9,0,0
eighteenth,10,23,1
eighteenths,11,0,0
eighth,6,350,1
eighths,7,6,1
eighties,8,28,1
eightieth,9,1,1
eightieths,10,0,0
eights,6,61,1
eighty,6,129,1
either,6,9308,1
ejaculate,9,24,1
ejaculated,10,8,1
ejaculates,10,5,1
ejaculating,11,1,1
ejaculation,11,29,1
ejaculations,12,0,0
eject,5,72,1
ejected,7,29,1
ejecting,8,13,1
ejection,8,30,1
ejections,9,0,0
ejects,6,4,1
eke,3,4,1
eked,4,0,0
ekes,4,0,0
eking,5,4,1
elaborate,9,242,1
elaborated,10,5,1
elaborately,11,0,0
elaborateness,13,0,0
elaborates,10,3,1
elaborating,11,7,1
elaboration,11,4,1
elaborations,12,1,1
elan,4,3,1
elapse,6,0,0
elapsed,7,25,1
elapses,7,0,0
elapsing,8,0,0
elastic,7,53,1
elasticated,11,0,0
elasticised,11,0,0
elasticity,10,18,1
elasticized,11,1,1
elastics,8,0,0
elated,6,14,1
elation,7,18,1
elbow,5,313,1
elbowed,7,7,1
elbowing,8,6,1
elbowroom,9,0,0
elbows,6,125,1
elder,5,359,1
elderberries,12,1,1
elderberry,10,12,1
eldercare,9,0,0
elderly,7,209,1
elders,6,276,1
eldest,6,77,1
elect,5,72,1
elected,7,370,1
electing,8,9,1
election,8,560,1
electioneering,14,1,1
elections,9,123,1
elective,8,52,1
electives,9,12,1
elector,7,0,0
electoral,9,26,1
electorally,11,0,0
electorate,10,9,1
electorates,11,0,0
electors,8,1,1
electric,8,874,1
electrical,10,440,1
electrically,12,0,0
electrician,11,76,1
electricians,12,11,1
electricity,11,584,1
electrics,9,13,1
electrification,15,1,1
electrified,11,32,1
electrifies,11,1,1
electrify,9,5,1
electrifying,12,21,1
electrocardiogram,17,4,1
electrocardiograms,18,0,0
electrocardiograph,18,0,0
electrocardiographs,19,0,0
electrocute,11,29,1
electrocuted,12,66,1
electrocutes,12,0,0
electrocuting,13,9,1
electrocution,13,50,1
electrocutions,14,1,1
electrode,9,15,1
electrodes,10,26,1
electroencephalogram,20,0,0
electroencephalograms,21,0,0
electroencephalograph,21,1,1
electroencephalographs,22,0,0
electrolysis,12,8,1
electrolyte,11,11,1
electrolytes,12,30,1
electrolytic,12,0,0
electromagnet,13,5,1
electromagnetic,15,96,1
electromagnetism,16,3,1
electromagnets,14,3,1
electron,8,37,1
electronic,10,350,1
electronica,11,2,1
electronically,14,0,0
electronics,11,139,1
electrons,9,77,1
electroplate,12,1,1
electroplated,13,0,0
electroplates,13,0,0
electroplating,14,5,1
elects,6,10,1
elegance,8,65,1
elegant,7,320,1
elegantly,9,0,0
elegiac,7,0,0
elegies,7,0,0
elegy,5,3,1
element,7,338,1
elemental,9,34,1
elementary,10,242,1
elements,8,352,1
elephant,8,580,1
elephantine,11,4,1
elephants,9,223,1
elevate,7,43,1
elevated,8,127,1
elevates,8,9,1
elevating,9,3,1
elevation,9,47,1
elevations,10,7,1
elevator,8,1245,1
elevators,9,164,1
eleven,6,662,1
elevens,7,5,1
elevenses,9,3,1
eleventh,8,34,1
elevenths,9,1,1
elf,3,193,1
elfin,5,8,1
elicit,6,25,1
elicited,8,2,1
eliciting,9,7,1
elicits,7,1,1
elide,5,0,0
elided,6,0,0
elides,6,0,0
eliding,7,0,0
eligibility,11,13,1
eligible,8,169,1
eliminate,9,305,1
eliminated,10,166,1
eliminates,10,37,1
eliminating,11,46,1
elimination,11,66,1
eliminations,12,4,1
elision,7,0,0
elisions,8,0,0
elite,5,151,1
elites,6,3,1
elitism,7,2,1
elitist,7,23,1
elitists,8,0,0
elixir,6,46,1
elixirs,7,5,1
elk,3,306,1
elks,4,18,1
ellipse,7,0,0
ellipses,8,0,0
ellipsis,8,9,1
elliptical,10,12,1
elliptically,12,0,0
elm,3,73,1
elms,4,4,1
elocution,9,14,1
elongate,8,1,1
elongated,9,16,1
elongates,9,1,1
elongating,10,1,1
elongation,10,2,1
elope,5,67,1
eloped,6,36,1
elopement,9,12,1
elopements,10,1,1
elopes,6,2,1
eloping,7,41,1
eloquence,9,27,1
eloquent,8,49,1
eloquently,10,0,0
else,4,22907,1
elsewhere,9,315,1
elucidate,9,6,1
elucidated,10,0,0
elucidates,10,0,0
elucidating,11,0,0
elucidation,11,2,1
elucidations,12,0,0
elude,5,21,1
eluded,6,32,1
eludes,6,10,1
eluding,7,13,1
elusive,7,72,1
elusively,9,0,0
elusiveness,11,0,0
elves,5,178,1
emaciated,9,4,1
emaciation,10,0,0
email,5,106,1
emailed,7,12,1
emailing,8,2,1
emails,6,39,1
emanate,7,12,1
emanated,8,8,1
emanates,8,6,1
emanating,9,21,1
emanation,9,5,1
emanations,10,12,1
emancipate,10,8,1
emancipated,11,27,1
emancipates,11,0,0
emancipating,12,0,0
emancipation,12,24,1
emasculate,10,8,1
emasculated,11,9,1
emasculates,11,1,1
emasculating,12,17,1
emasculation,12,1,1
embalm,6,4,1
embalmed,8,22,1
embalmer,8,18,1
embalmers,9,2,1
embalming,9,40,1
embalms,7,0,0
embankment,10,24,1
embankments,11,1,1
embargo,7,24,1
embargoed,9,0,0
embargoes,9,3,1
embargoing,10,1,1
embark,6,64,1
embarkation,11,10,1
embarkations,12,0,0
embarked,8,24,1
embarking,9,17,1
embarks,7,2,1
embarrass,9,450,1
embarrassed,11,1093,1
embarrasses,11,22,1
embarrassing,12,1165,1
embarrassingly,14,0,0
embarrassment,13,247,1
embarrassments,14,3,1
embassies,9,16,1
embassy,7,397,1
embattled,9,1,1
embed,5,4,1
embedded,8,88,1
embedding,9,6,1
embeds,6,0,0
embellish,9,15,1
embellished,11,11,1
embellishes,11,0,0
embellishing,12,7,1
embellishment,13,2,1
embellishments,14,3,1
ember,5,11,1
embers,6,14,1
embezzle,8,8,1
embezzled,9,16,1
embezzlement,12,48,1
embezzler,9,21,1
embezzlers,10,2,1
embezzles,9,1,1
embezzling,10,23,1
embitter,8,2,1
embittered,10,11,1
embittering,11,0,0
embitters,9,0,0
emblazon,8,0,0
emblazoned,10,5,1
emblazoning,11,0,0
emblazons,9,0,0
emblem,6,33,1
emblematic,10,4,1
emblems,7,0,0
embodied,8,11,1
embodies,8,13,1
embodiment,10,29,1
embodiments,11,1,1
embody,6,16,1
embodying,9,1,1
embolden,8,1,1
emboldened,10,6,1
emboldening,11,0,0
emboldens,9,0,0
embolism,8,33,1
embolisms,9,0,0
emboss,6,1,1
embossed,8,10,1
embosses,8,0,0
embossing,9,0,0
embrace,7,386,1
embraced,8,67,1
embraces,8,31,1
embracing,9,41,1
embrocation,11,0,0
embrocations,12,0,0
embroider,9,12,1
embroidered,11,27,1
embroideries,12,0,0
embroidering,12,1,1
embroiders,10,6,1
embroidery,10,25,1
embroil,7,1,1
embroiled,9,6,1
embroiling,10,0,0
embroils,8,0,0
embryo,6,39,1
embryologist,12,1,1
embryologists,13,0,0
embryology,10,1,1
embryonic,9,6,1
embryos,7,28,1
emcee,5,26,1
emceed,6,0,0
emceeing,8,5,1
emcees,6,1,1
emend,5,2,1
emendation,10,0,0
emendations,11,0,0
emended,7,0,0
emending,8,0,0
emends,6,0,0
emerald,7,131,1
emeralds,8,37,1
emerge,6,88,1
emerged,7,75,1
emergence,9,10,1
emergencies,11,106,1
emergency,9,2776,1
emergent,8,15,1
emerges,7,36,1
emerging,8,62,1
emeritus,8,8,1
emery,5,97,1
emetic,6,2,1
emetics,7,0,0
emigrant,8,0,0
emigrants,9,0,0
emigrate,8,14,1
emigrated,9,15,1
emigrates,9,0,0
emigrating,10,10,1
emigration,10,13,1
emigrations,11,0,0
emigre,6,0,0
emigres,7,1,1
eminence,8,96,1
eminences,9,2,1
eminent,7,84,1
eminently,9,0,0
emir,4,32,1
emirate,7,0,0
emirates,8,1,1
emirs,5,0,0
emissaries,10,11,1
emissary,8,51,1
emission,8,25,1
emissions,9,31,1
emit,4,20,1
emits,5,18,1
emitted,7,9,1
emitting,8,13,1
emo,3,0,0
emoji,5,0,0
emojis,6,0,0
emollient,9,0,0
emollients,10,0,0
emolument,9,1,1
emoluments,10,0,0
emos,4,0,0
emote,5,3,1
emoted,6,0,0
emotes,6,1,1
emoticon,8,0,0
emoticons,9,0,0
emoting,7,2,1
emotion,7,423,1
emotional,9,1081,1
emotionally,11,0,0
emotionless,11,3,1
emotions,8,558,1
emotive,7,3,1
empanada,8,1,1
empanadas,9,0,0
empanel,7,0,0
empaneled,9,0,0
empaneling,10,0,0
empanelled,10,1,1
empanelling,11,0,0
empanels,8,0,0
empathetic,10,11,1
empathise,9,2,1
empathised,10,0,0
empathises,10,0,0
empathising,11,0,0
empathize,9,32,1
empathized,10,1,1
empathizes,10,0,0
empathizing,11,2,1
empathy,7,58,1
emperor,7,690,1
emperors,8,26,1
emphases,8,0,0
emphasis,8,65,1
emphasise,9,4,1
emphasised,10,2,1
emphasises,10,1,1
emphasising,11,4,1
emphasize,9,56,1
emphasized,10,11,1
emphasizes,10,7,1
emphasizing,11,4,1
emphatic,8,15,1
emphatically,12,0,0
emphysema,9,28,1
empire,6,646,1
empires,7,33,1
empirical,9,23,1
empirically,11,0,0
empiricism,10,1,1
empiricist,10,3,1
empiricists,11,0,0
emplacement,11,1,1
emplacements,12,12,1
employ,6,171,1
employable,10,2,1
employed,8,209,1
employee,8,590,1
employees,9,610,1
employer,8,274,1
employers,9,51,1
employing,9,14,1
employment,10,272,1
employs,7,26,1
emporia,7,0,0
emporium,8,44,1
emporiums,9,2,1
empower,7,16,1
empowered,9,37,1
empowering,10,22,1
empowerment,11,5,1
empowers,8,4,1
empress,7,147,1
empresses,9,2,1
emptied,7,95,1
emptier,7,7,1
empties,7,34,1
emptiest,8,2,1
emptiness,9,92,1
empty,5,2409,1
emptying,8,35,1
emu,3,22,1
emulate,7,28,1
emulated,8,1,1
emulates,8,0,0
emulating,9,4,1
emulation,9,1,1
emulations,10,0,0
emulator,8,0,0
emulators,9,0,0
emulsified,10,2,1
emulsifier,10,0,0
emulsifiers,11,0,0
emulsifies,10,0,0
emulsify,8,2,1
emulsifying,11,0,0
emulsion,8,8,1
emulsions,9,0,0
emus,4,4,1
enable,6,75,1
enabled,7,34,1
enables,7,34,1
enabling,8,21,1
enact,5,9,1
enacted,7,32,1
enacting,8,2,1
enactment,9,1,1
enactments,10,1,1
enacts,6,0,0
enamel,6,29,1
enameled,8,2,1
enameling,9,0,0
enamelled,9,1,1
enamelling,10,0,0
enamels,7,0,0
enamored,8,17,1
enamoured,9,3,1
encamp,6,1,1
encamped,8,6,1
encamping,9,0,0
encampment,10,16,1
encampments,11,0,0
encamps,7,0,0
encapsulate,11,3,1
encapsulated,12,3,1
encapsulates,12,2,1
encapsulating,13,0,0
encapsulation,13,0,0
encapsulations,14,0,0
encase,6,2,1
encased,7,26,1
encases,7,1,1
encasing,8,3,1
encephalitis,12,11,1
enchant,7,19,1
enchanted,9,141,1
enchanter,9,1,1
enchanters,10,0,0
enchanting,10,104,1
enchantingly,12,0,0
enchantment,11,29,1
enchantments,12,1,1
enchantress,11,29,1
enchantresses,13,0,0
enchants,8,4,1
enchilada,9,34,1
enchiladas,10,17,1
encircle,8,7,1
encircled,9,9,1
encircles,9,3,1
encircling,10,7,1
enclave,7,3,1
enclaves,8,1,1
enclose,7,17,1
enclosed,8,75,1
encloses,8,3,1
enclosing,9,12,1
enclosure,9,20,1
enclosures,10,3,1
encode,6,5,1
encoded,7,43,1
encodes,7,0,0
encoding,8,7,1
encompass,9,10,1
encompassed,11,6,1
encompasses,11,7,1
encompassing,12,2,1
encore,6,126,1
encores,7,7,1
encounter,9,284,1
encountered,11,153,1
encountering,12,14,1
encounters,10,84,1
encourage,9,308,1
encouraged,10,168,1
encouragement,13,112,1
encouragements,14,0,0
encourages,10,32,1
encouraging,11,165,1
encouragingly,13,0,0
encroach,8,3,1
encroached,10,0,0
encroaches,10,2,1
encroaching,11,15,1
encroachment,12,2,1
encroachments,13,1,1
encrustation,12,1,1
encrustations,13,0,0
encrusted,9,9,1
encrypt,7,11,1
encrypted,9,86,1
encrypting,10,2,1
encryption,10,83,1
encrypts,8,0,0
encumber,8,0,0
encumbered,10,6,1
encumbering,11,0,0
encumbers,9,0,0
encumbrance,11,1,1
encumbrances,12,2,1
encyclical,10,0,0
encyclicals,11,0,0
encyclopaedia,13,8,1
encyclopaedias,14,0,0
encyclopaedic,13,1,1
encyclopedia,12,81,1
encyclopedias,13,19,1
encyclopedic,12,6,1
end,3,13559,1
endanger,8,85,1
endangered,10,128,1
endangering,11,65,1
endangers,9,11,1
endear,6,6,1
endeared,8,3,1
endearing,9,44,1
endearingly,11,0,0
endearment,10,14,1
endearments,11,0,0
endears,7,3,1
endeavor,8,76,1
endeavored,10,6,1
endeavoring,11,5,1
endeavors,9,31,1
endeavour,9,30,1
endeavoured,11,1,1
endeavouring,12,2,1
endeavours,10,7,1
ended,5,1511,1
endemic,7,7,1
endgame,7,28,1
endgames,8,0,0
ending,6,812,1
endings,7,106,1
endive,6,7,1
endives,7,1,1
endless,7,338,1
endlessly,9,0,0
endnote,7,0,0
endnotes,8,1,1
endorphin,9,5,1
endorphins,10,0,0
endorse,7,88,1
endorsed,8,26,1
endorsement,11,71,1
endorsements,12,27,1
endorses,8,6,1
endorsing,9,17,1
endoscopies,11,0,0
endoscopy,9,13,1
endoskeleton,12,2,1
endoskeletons,13,0,0
endosperm,9,0,0
endow,5,11,1
endowed,7,32,1
endowing,8,2,1
endowment,9,28,1
endowments,10,6,1
endows,6,2,1
ends,4,1563,1
endurable,9,2,1
endurance,9,68,1
endure,6,225,1
endured,7,74,1
endures,7,25,1
enduring,8,48,1
enduringly,10,0,0
endways,7,0,0
endwise,7,0,0
enema,5,72,1
enemas,6,12,1
enemies,7,985,1
enemy,5,2474,1
energetic,9,66,1
energetically,13,0,0
energies,8,55,1
energise,8,6,1
energised,9,0,0
energises,9,0,0
energising,10,3,1
energize,8,20,1
energized,9,28,1
energizes,9,1,1
energizing,10,3,1
energy,6,1678,1
enervate,8,0,0
enervated,9,1,1
enervates,9,0,0
enervating,10,0,0
enervation,10,0,0
enfeebled,9,1,1
enfold,6,15,1
enfolded,8,2,1
enfolding,9,2,1
enfolds,7,0,0
enforce,7,86,1
enforceable,11,6,1
enforced,8,42,1
enforcement,11,339,1
enforcer,8,34,1
enforcers,9,10,1
enforces,8,3,1
enforcing,9,17,1
enfranchise,11,0,0
enfranchised,12,1,1
enfranchisement,15,1,1
enfranchises,12,0,0
enfranchising,13,0,0
engage,6,314,1
engaged,7,1327,1
engagement,10,666,1
engagements,11,51,1
engages,7,21,1
engaging,8,98,1
engagingly,10,0,0
engender,8,7,1
engendered,10,1,1
engendering,11,3,1
engenders,9,2,1
engine,6,1626,1
engineer,8,596,1
engineered,10,83,1
engineering,11,333,1
engineers,9,207,1
engines,7,543,1
engorged,8,15,1
engrave,7,15,1
engraved,8,85,1
engraver,8,10,1
engravers,9,2,1
engraves,8,1,1
engraving,9,23,1
engravings,10,15,1
engross,7,1,1
engrossed,9,7,1
engrosses,9,2,1
engrossing,10,6,1
engulf,6,5,1
engulfed,8,14,1
engulfing,9,3,1
engulfs,7,5,1
enhance,7,125,1
enhanced,8,49,1
enhancement,11,23,1
enhancements,12,4,1
enhancer,8,9,1
enhancers,9,10,1
enhances,8,15,1
enhancing,9,21,1
enigma,6,47,1
enigmas,7,2,1
enigmatic,9,11,1
enigmatically,13,0,0
enjoin,6,8,1
enjoined,8,5,1
enjoining,9,2,1
